Reference,Protein.Accession,GeneName,S01_41,S03_28,S05_51,S07_43,S09_24,S11_21,S13_52,S15_11,S17_14,S19_55,S02_44,S04_31,S06_60,S08_46,S10_26,S12_25,S14_53,S16_13,S18_16,S20_50,T01_42,T03_54,T05_27,T07_15,T09_39,T11_12,T13_29,T15_18,T17_47,T19_58,T02_40,T04_57,T06_30,T08_10,T10_38,T12_17,T14_22,T16_19,T18_48,T20_59,Accession_primary
sp|Q9HCB6|SPON1_HUMAN,Q9HCB6,SPON1,43048.11349,37679.81683,26778.70253,33330.31178,38196.24352,40717.80048,45323.13929,42526.19048,33287.55224,27940,48654.58735,26778.95274,30515.93103,41286.69154,35921.97802,41078.79262,64440,54160.71429,41450.02882,63896.43883,61682.23928,32622.07037,24152.92239,45122.21239,45884.75467,61229.78537,69066.57156,46149.61854,38383.69687,36932.15797,37816.50389,71763.0139,39908.19897,45088.62279,40250.65794,56421.34636,58673.9185,62888.28491,24766.04106,52152.91225,Q9HCB6
sp|Q9HCC0|MCCB_HUMAN,Q9HCC0,MCCC2,6215.122246,3527.390637,3775.253165,3482.852194,5947.700777,3568.280364,9300.69726,8182.304527,1981.761194,7590,360.1526718,3070.928256,3102.724138,4254.415423,3343.859082,2782.85893,8330,12423.96313,4263.487032,2690.580126,3915.907888,7349.520209,4090.067071,182.9144543,3582.593458,3769.046576,5362.941829,6476.965962,2959.116331,7890.267983,1135.258316,3305.008222,3745.728988,9437.662253,3640.400269,5217.166161,5419.467085,3456.022864,7036.480938,3977.501153,Q9HCC0
sp|Q9HCL0|PCD18_HUMAN,Q9HCL0,PCDH18,95111.71446,103118.6643,105865.9905,112818.1438,109917.8756,73331.44518,129105.9186,94739.39741,110784.4746,140420,96590.81089,97451.55389,128954.7931,98236.12873,100882.159,116395.183,124150,85786.49482,85880.61383,160718.61,71780.6432,83654.1989,129439.8595,134680.708,136168.0783,72223.98598,114731.7007,127407.3592,103250.5425,117641.0437,91373.98443,213737.3,156280.1372,112311.4616,127713.0791,75978.93805,105063.7116,122962.6496,108966.6276,103228.5846,Q9HCL0
sp|Q9HCM2|PLXA4_HUMAN,Q9HCM2,PLXNA4,15258.07425,18240.82712,17575.18987,21344.63048,21040.67358,23368.95269,24481.27128,13620.66432,8958.164179,14920,13117.9058,23387.18123,31062.10345,32128.17164,12406.04396,16939.59962,13890,21198.3871,21249.45245,15214.35956,14396.98253,26419.07531,14659.66145,13430.29499,14084.31659,13793.9232,26355.33365,14496.53756,8106.470917,13860.25388,18221.37297,16172.37255,15225.69468,18350.40239,21079.25822,12586.30034,16966.2069,11155.58856,25872.90323,16231.10496,Q9HCM2
sp|Q9HCN6|GPVI_HUMAN,Q9HCN6,GP6,1583076.064,2163091.791,1338352.842,1797268.476,1218340.123,2014119.135,1845604.79,1471614.215,1017689.701,1122007,1379520.639,1565149.004,1052001.279,1967929.104,1015683.581,1326664.748,1169625,873472.5518,1084693.256,837441.1287,1045877.448,2065371.969,1209788.023,1019837.552,1184795.152,1009218.806,1934507.129,1054677.494,1170311.661,887379.464,963948.7898,818095.3356,955970.6781,1027841.251,1318648.886,796915.3497,1131237.163,759649.8781,1191843.49,882228.4002,Q9HCN6
sp|Q9HCN8|SDF2L_HUMAN,Q9HCN8,SDF2L1,653.045578,1824.082712,605.7468354,1511.830254,504.7360751,4691.303571,904.9327063,1380.887713,1986.791045,1787,616.4338182,2823.420605,8273.931034,943.0970149,598.844861,1642.308414,3570,2208.349741,930.3919308,1041.293222,918.7665431,758.86246,2053.53657,1211.80826,1414.337033,1577.488684,1503.119353,1530.739437,1083.752796,1051.401975,2118.830856,801.0614442,1721.41681,3952.226116,1537.630822,486.4532747,2076.934169,450.4160946,522.7947214,1744.299985,Q9HCN8
sp|Q9HCU0|CD248_HUMAN,Q9HCU0,CD248,3452363.085,4775770.607,5349533.734,4778969.371,6072962.63,3196686.652,4385907.183,3768070.106,6818314.776,4865590,4017663.229,4018974.226,5745268.966,5464607.991,4671610.763,4467405.662,5479340,3642521.573,6822482.45,5517131.333,2738361.382,3617130.067,4993950.367,5013814.425,4084727.395,3894517.448,4529752.195,4685625.059,4644983.333,5268037.236,2693080.764,5136335.446,6300928.885,6145525.701,4132431.82,4338494.111,5351961.442,4303749.391,5022891.114,5830612.725,Q9HCU0
sp|Q9HCU4|CELR2_HUMAN,Q9HCU4,CELSR2,50249.92454,66809.54548,33700,48156.7552,39178.43264,43016.38599,51366.95314,20703.40976,50801.49254,29300,62614.14374,41595.0357,32537.93103,25358.83085,29408.53264,49754.14451,49600,23003.74424,37973.19885,23324.81333,59140.02118,36159.63943,25939.6359,45330.97345,29723.71495,27554.3875,16452.05262,72482.68779,31287.47204,51429.33709,41212.73885,49071.31111,37226.07204,47242.99065,20109.85984,43943.5486,21128.52665,65721.09053,33601.17302,41225.14215,Q9HCU4
sp|Q9HCU5|PREB_HUMAN,Q9HCU5,PREB,783.2478117,141.8624495,68.99968354,188.7355658,611.1398964,1499.553405,634.9829739,278.3568489,278.6537313,1450,507.7084834,326.5725944,657.7310345,490.4104478,546.7808662,586.0869565,1040,152.3876728,229.1988473,812.9810454,404.0788777,1058.33091,556.4643884,1103.451327,759.8247664,756.761571,175.2036773,398.5064554,595.5928412,555.1706629,992.158528,835.3206757,957.2418525,282.1456386,861.1145113,985.5651847,610.6144201,NA,635.457478,917.7255264,Q9HCU5
sp|Q9HD20|AT131_HUMAN,Q9HD20,ATP13A1,5267.087232,11128.53405,13629.3038,9825.923788,15431.28238,7038.049921,7759.688665,7439.3592,4667.701493,4350,4980.008642,6657.49745,6922.444828,6744.191542,5249.967679,5639.505787,8130,11598.93433,9476.789625,4490.752441,15217.62837,10191.33469,11301.50112,12028.61357,4849.296145,6248.941451,8471.738786,12162.85211,8311.912752,12586.40339,8776.786978,6982.837494,6208.198971,8409.689772,5476.069527,7751.605806,7785.862069,9272.717084,7748.035191,11269.5866,Q9HD20
sp|Q9HD33|RM47_HUMAN,Q9HD33,MRPL47,NA,327.817282,58.01518987,NA,408.1541451,229.8585511,101.4224096,225.8553792,NA,351,NA,288.7589255,945.9241379,623.4919154,502.1234648,264.582421,227,103.8565668,395.2708934,764.5893165,602.9962943,746.7112533,1140.913446,480.1504425,172.2400701,253.8939991,481.8101125,NA,427.8467562,164.4598025,NA,NA,37.80411664,378.3813603,208.3175225,113.0235304,92.54294671,111.423688,675.9765396,375.9981558,Q9HD33
sp|Q9HD45|TM9S3_HUMAN,Q9HD45,TM9SF3,28725.86779,33044.36544,21947.65823,34478.29099,30065.90026,37423.16125,31869.36922,33264.13874,45922.53731,33920,36510.35575,41251.27508,35326.89655,36655.03731,23570.39431,29378.13575,30380,43439.22235,33311.52738,34687.19127,39605.08205,51240.8549,34690.22676,28272.21239,25914.74883,43339.1152,23834.11,42283.21596,29704.25056,36152.63752,32855.71125,53565.31619,39226.10635,26815.86513,39250.32132,35127.71324,22480.75235,24550.9821,43869.29619,34140.21823,Q9HD45
sp|Q9HD89|RETN_HUMAN,Q9HD89,RETN,2390.431633,2348.398657,1029.129747,2694.832564,725.7286269,4345.42118,1103.843036,1466.078777,6408.029851,5180,5756.618177,6084.563074,2719.241379,4537.344527,2265.546218,2129.308727,1330,2183.89977,434.1181556,876.8581275,3978.348332,1626.693806,1140.913446,3061.828909,1929.088785,657.368959,3397.242035,1097.623239,2440.799776,2310.042313,3167.275301,1229.301839,1711.012007,3105.7892,2475.059673,2106.758606,5609.623824,3880.943708,651.2697947,2931.335485,Q9HD89
sp|Q9HDC9|APMAP_HUMAN,Q9HDC9,APMAP,223057.7875,354665.7091,284903.6392,524120.612,787617.4547,381132.8418,341819.7503,312337.1869,464609.3254,416770,272725.8534,355895.3757,313801.6172,377815.143,621600.5301,385416.4748,333370,317014.8906,374251.611,401380.3561,275540.7623,320543.9343,293035.008,806041.3717,435728.0082,255940.8965,323581.9623,332607.5293,227592.7992,404998.8999,206308.8719,531118.8518,310459.6604,680376.7102,372785.2378,343320.2758,278046.1285,504815.4053,227983.9589,459960.7192,Q9HDC9
sp|Q9NP58|ABCB6_HUMAN,Q9NP58,ABCB6,62385.1796,45041.32772,37944.49367,25683.60277,33448.99611,92052.87689,62722.32852,56770.92887,36003.67164,39380,41402.99582,88667.32404,102936.069,34999.37811,34854.55721,44167.34439,55730,26750.34562,88435.79251,27815.56577,27009.95236,65675.31259,40685.40402,43342.77286,34201.95678,46724.36852,77388.74624,34253.75587,51171.97987,33671.48096,34544.28875,23024.21887,19017.66724,29504.9974,74581.79815,42306.96788,80478.55799,16033.67985,62478.41642,51780.02152,Q9NP58
sp|Q9NP61|ARFG3_HUMAN,Q9NP61,ARFGAP3,982.6199819,1361.112691,861.6962025,1031.235566,332.8529793,122.5912272,1442.646343,569.5914168,145.8656716,1230,631.9660089,1260.455627,1557.172414,187.5715174,368.1512605,472.2427276,357,151.4170507,326.3170029,545.8587019,424.5950238,809.4271591,491.884382,297.2359882,841.515771,166.3104103,438.0091932,922.596831,935.7969799,778.5698166,1621.797594,362.7448049,NA,71.41127985,433.1354428,334.5496499,332.7742947,765.8017877,296.4809384,615.2697095,Q9NP61
sp|Q9NP72|RAB18_HUMAN,Q9NP72,RAB18,12826.95442,16735.93492,10824.52532,9510.715935,12102.75259,19362.84652,11595.81644,14888.62434,10270.95522,18470,10057.09348,10278.44271,21231,11600.09328,11512.89593,11542.53988,10730,12375.43203,12401.98847,12436.67433,7359.052409,16521.72143,16995.30501,10239.23304,9468.28271,10834.7788,12714.01807,11717.86972,14324.38479,13460.98731,7460.268931,14973.29945,10219.82847,10400.01947,13076.56527,11501.27445,8145.047022,10679.67721,11236.62757,8224.312279,Q9NP72
sp|Q9NP79|VTA1_HUMAN,Q9NP79,VTA1,69454.754,67729.73434,101739.8734,90554.15704,85308.58161,98302.84035,86995.94617,35800.05879,55127.16418,70400,59769.81132,81906.6984,64088.10345,80844.37189,81592.34001,95344.54176,83080,114630.4724,126438.1268,86921.22343,59345.18264,74769.11893,77151.58096,39266.96165,71829.03037,77171.96671,71630.52782,65016.87207,55290.24049,53520.73343,87042.83086,90726.5062,146730.8405,83375.1298,65166.25864,65761.6109,115319.4984,33833.14186,73596.45161,62013.80052,Q9NP79
sp|Q9NP80|PLPL8_HUMAN,Q9NP80,PNPLA8,399761.5454,188830.4227,453243.6709,142038.1062,396149.6114,295532.4228,230604.8322,313027.6308,148883.5821,182000,497030.1023,239486.5692,522931.0345,145656.0945,372508.0802,494379.1054,376000,501811.6359,111685.879,219698.4492,450463.208,182268.1012,487579.0482,362846.6077,195861.5654,282432.4719,225414.4872,410372.6526,168688.4787,372648.8011,458873.3192,400026.9099,556078.9022,377287.7726,229974.2946,309232.3791,183818.1818,707257.1381,107721.4076,422609.4975,Q9NP80
sp|Q9NP85|PODO_HUMAN,Q9NP85,NPHS2,1108.753396,1878.718926,2143.575949,2451.616628,2368.167098,2703.574387,1748.662234,1921.751911,1297.701493,3550,2145.38384,2853.213193,962.1931034,5323.258706,1143.665158,1823.61589,1140,1727.707373,1884.092219,3793.911545,2274.616199,2479.238151,1151.676781,2604.542773,681.0864486,1279.310848,1207.196069,5587.001174,2553.887025,710.1241185,1163.878273,2226.850052,1606.963979,838.7818017,721.8924047,2576.936492,1838.181818,5977.219872,493.1466276,730.2443522,Q9NP85
sp|Q9NP97|DLRB1_HUMAN / sp|Q8TF09|DLRB2_HUMAN,Q9NP97 / Q8TF09,DYNLRB1,1322.366435,2933.101997,1343.734177,6489.001155,5118.296632,2024.944379,2852.50527,4923.251029,1820.80597,3630,1281.405732,822.733764,671.6758621,1592.78607,2167.517776,3257.209884,2810,482.3991935,1000.317003,2690.580126,1248.808894,2900.610643,2486.330246,2783.480826,1023.598131,3513.184406,3023.331748,570.5663146,1064.904922,1425.952045,2213.276716,982.4338466,2959.588336,968.9187435,2588.499908,3499.2085,1352.225705,3399.366752,2421.260997,1284.401414,Q9NP97
sp|Q9NPF0|CD320_HUMAN,Q9NPF0,CD320,30719.5895,24365.83423,40781.26582,53507.50577,56421.30829,24135.14786,38558.00227,36691.59318,43327.13433,31790,36908.36814,40976.26658,30655.37931,45268.65672,44809.89011,38401.34501,51450,45425.11521,46742.9683,51595.26134,23763.04923,27585.19919,31170.61642,46146.13569,38483.3528,44087.02,42070.24885,43726.93662,36677.96421,33452.83498,33695.23001,33372.52205,29445.59177,52360.98131,35424.29157,32270.47839,37376.36364,43870.71647,29934.69208,30659.90472,Q9NPF0
sp|Q9NPF2|CHSTB_HUMAN,Q9NPF2,CHST11,141605.1011,103751.2942,103456.8671,131239.3187,72572.86269,91910.5835,98657.33744,112026.2493,140654.7463,142750,128752.1532,103242.7746,96382,120485.8831,77311.76471,105295.3707,110270,102381.2212,158011.2392,126273.3774,129697.7237,80393.95173,95341.6161,75134.10029,166433.1192,68984.37728,93958.31352,88225.17606,101938.7304,109712.7504,106418.5421,102021.9764,95677.94168,62553.21911,147224.7996,81901.37104,86700.90909,111971.3637,85050.49853,100452.6203,Q9NPF2
sp|Q9NPG4|PCD12_HUMAN,Q9NPG4,PCDH12,90658.39119,176647.5055,288785.538,211841.0797,198511.3342,152758.5202,173959.1049,248153.6449,275645.8806,185580,149031.3697,211023.1894,391454.5517,231456.9652,101219.8125,231662.4648,172619,125346.1406,185155.7637,255653.5037,183244.865,143756.6153,354996.2951,224239.2035,139022.3423,113169.8058,146017.3086,277609.6831,158774.4966,219130.8039,110711.5357,300735.5958,348318.1132,257911.7342,215474.57,114069.7304,255412.1944,281873.6025,225226.6862,260702.4128,Q9NPG4
sp|Q9NPH3|IL1AP_HUMAN,Q9NPH3,IL1RAP,45631.81407,38552.07919,89368.98734,59665.73326,56563.18005,43465.15745,28350.18648,94799.82363,74743.58209,28300,61643.38182,42179.42877,62867.93103,61940.51617,65341.40271,58197.59149,45770,138896.0253,64583.57349,34958.18495,76641.18581,27575.39983,88151.70872,75352.80236,32951.98598,71936.63309,39901.56919,81243.89671,52491.3311,34669.64739,68573.41826,41675.34759,83932.07547,60901.90161,30731.99094,98918.19377,44327.6489,62510.57749,34460.96774,46880.65161,Q9NPH3
sp|Q9NPJ3|ACO13_HUMAN,Q9NPJ3,ACOT13,26630.4256,13869.93003,41399.81013,12296.99769,24249.15803,26160.09224,21344.6084,29420.63492,25451.04478,19710,28996.6585,17176.57259,18407.17241,18306.56095,40224.33743,32487.76978,26300,41154.37788,15869.10663,14169.09822,36170.8576,15522.18668,30438.70968,29634.12979,18316.50117,15706.00088,17563.10033,19816.5493,20732.66219,25477.00987,22628.84643,22258.42428,29746.17496,30598.58515,22976.80397,34901.66617,24931.66144,37194.73787,15328.06452,42229.87552,Q9NPJ3
sp|Q9NPQ8|RIC8A_HUMAN,Q9NPQ8,RIC8A,21768.18593,10630.09841,6357.142405,6968.622979,3272.872409,10967.53658,12224.24193,9750.414462,14986.94328,8030,54450.03601,10587.82727,8927.013793,6442.400498,10135.05171,5818.705036,7830,8007.632488,11110.317,13361.92418,21756.03494,10142.33789,14401.34142,6786.722714,19399.15304,13580.3767,10134.03709,17670.74531,11921.28076,9095.672779,39734.04105,7285.124832,8023.259005,6059.569704,5768.951588,3640.71396,6437.862069,5220.860769,9497.272727,8372.432765,Q9NPQ8
sp|Q9NPR2|SEM4B_HUMAN,Q9NPR2,SEMA4B,53718.59342,42645.00256,43841.99367,24915.04042,60808.41969,35836.04268,59388.94114,97840.9465,79773.43284,12470,67662.10572,101466.678,145072.6897,9954.912935,54057.23982,61349.39005,25740,64449.30876,29824.98559,42178.2309,51094.12388,23547.86275,56615.13893,21840.38348,39762.85047,26452.212,26344.6505,87612.0892,98376.4821,42255.71227,39037.62208,59228.16565,121978.9708,38209.95587,39910.33723,37306.8069,35643.82445,33521.53325,43740.82111,48610.45028,Q9NPR2
sp|Q9NPY3|C1QR1_HUMAN,Q9NPY3,CD93,2324554.389,3728002.352,4478015.475,4141155.038,4429072.701,2737579.223,4496870.731,2548510.494,5725106.896,5225900,2492110.874,3031556.205,4641405.71,3518720.112,3826104.557,3620884.22,5498940,2671035.599,5955100.778,5890560.626,2429064.423,3179598.43,3941360.843,4635405.177,4959887.065,4543679.136,3993887.475,3307568.97,3711287.891,3318409.055,2069815.363,5171350.396,4259541.269,5132436.948,4048496.358,3675579.459,4240442.476,2672478.271,4018233.83,2888771.043,Q9NPY3
sp|Q9NQ29|LUC7L_HUMAN,Q9NQ29,LUC7L,2909.206158,1677.427612,1025.93038,8327.713626,2706.476684,2243.857284,1355.213232,2050.529101,1257.462687,3460,3766.556244,2979.258756,884.3344828,3426.585821,753.7297996,4037.253675,674,6008.150922,3787.608069,4916.599655,2301.37639,1587.496365,2174.193548,1849.026549,4537.295561,2115.783326,4422.824536,7841.578638,1460.710291,3669.449929,213.6956829,2156.31634,2705.248714,1705.996885,3691.964012,383.375815,1732.539185,2058.505422,1719.589443,4630.059935,Q9NQ29
sp|Q9NQ30|ESM1_HUMAN,Q9NQ30,ESM1,78223.06067,110879.8822,121362.6582,128126.1547,127946.5026,112422.7228,129313.5722,105121.8107,246663.8806,92420,98619.7033,110587.7933,125096.7241,116744.9316,112449.5152,148145.0735,168600,120920.1037,229101.7291,139068.1505,84348.1207,104079.0055,92855.28585,90393.53982,109397.0502,118641.3199,138346.8061,219030.223,148097.1756,120217.2638,95056.41897,140452.7732,111134.8542,113908.0997,129827.1926,103466.2606,148882.163,163367.9005,120509.6188,94983.55617,Q9NQ30
sp|Q9NQ38|ISK5_HUMAN,Q9NQ38,SPINK5,5991.337157,8310.455657,7806.455696,5486.951501,3808.71114,4827.029573,4000.064861,7984.185773,6880.835821,3720,8736.857266,4881.400884,10760.75862,4097.232587,7134.292178,16233.34376,4370,7988.220046,5574.582133,10936.53073,15342.50926,10681.3027,6048.993932,6312.536873,8651.372664,7951.408965,7585.037248,6012.206573,6813.506711,7690.634697,6601.670205,2156.31634,10497.28988,4560.260903,9745.547463,10940.67774,6243.479624,6883.717672,3004.340176,8856.15491,Q9NQ38
sp|Q9NQ75|CASS4_HUMAN,Q9NQ75,CASS4,192318.8711,189626.0026,157616.8196,169531.2356,137507.568,187598.5092,190201.9912,214223.8272,196890.4896,184330,180561.7168,191640.8194,155469.7207,138716.9963,186304.1435,185981.4138,166187,313566.2702,163034.1902,172110.9908,244236.6914,148424.0506,223070.1054,203382.9794,135685.8061,235639.2174,169124.9643,190973.5886,196969.7148,182555.134,187140.1783,143223.7405,119113.0257,242546.8263,122777.3976,198448.523,131158.4984,262115.7275,174732.0293,164182.754,Q9NQ75
sp|Q9NQ79|CRAC1_HUMAN,Q9NQ79,CRTAC1,4224014.76,5021710.251,4921042.5,6427409.151,2928407.772,3086343.602,4854122.426,2893692.798,4788337.433,5136730,4079821.115,3167066.644,4268000.414,3316306.343,2456854.169,2634397.623,4419300,2361455.674,2886128.213,3727314.848,3674629.089,5143409.828,4503605.142,3444984.985,4023616.618,4081946.328,3519938.025,3571003.492,5826537.752,6054668.434,2941158.556,4410352.1,3798562.264,2965777.161,2667846.196,3702768.399,2802160.282,2447902.883,3811361.29,4398795.174,Q9NQ79
sp|Q9NQC3|RTN4_HUMAN,Q9NQC3,RTN4,32524.11108,37671.19006,32365.86392,46703.29677,25170.23316,42532.58847,31268.26658,33695.04703,27611.86866,33125,17263.0592,34896.28698,57918.67931,30797.35697,36659.36975,21241.01408,43480,39882.8629,24231.95101,20596.48765,23359.86236,39314.0535,31961.72149,23957.81711,20197.36273,34295.37159,29781.42019,22654.54812,34717.78523,36912.19464,30451.63482,26964.0305,31868.75472,31790.59579,29821.37524,24675.29715,35080.74922,26533.94603,40794.78886,30815.27586,Q9NQC3
sp|Q9NQH7|XPP3_HUMAN,Q9NQH7,XPNPEP3,101415.3335,78791.17128,82543.67089,69948.903,69844.55959,117118.4046,106559.1049,73700.17637,108644.7761,119000,102900.7634,85481.80891,82739.31034,58052.8607,107940.2069,75685.33,60800,58528.51382,82064.8415,115172.3148,49506.35257,114652.5153,109786.0109,76744.54277,97635.51402,95849.9051,69333.65034,82865.61033,119684.0045,81944.71086,58861.71267,66704.73912,82775.98628,85627.92056,78480.01714,74414.69239,108811.9122,53162.31892,129463.3431,53861.99477,Q9NQH7
sp|Q9NQP4|PFD4_HUMAN,Q9NQP4,PFDN4,9063.296106,2215.162979,12509.52532,4856.535797,17668.49093,8701.788005,11399.09194,7540.399765,9168.41194,8885,5145.038168,6451.241074,10725.89655,7240.889303,8668.9819,5349.624648,5065,15684.28283,12693.34294,16298.33429,6698.967708,2738.921198,14983.63782,8201.327434,15481.92173,15654.82844,7681.185608,11143.348,8651.174497,4810.211566,5319.496108,10088.94065,6832.487136,17333.36578,8353.326397,7956.856537,15011.81818,7129.227493,10418.34018,12667.92685,Q9NQP4
sp|Q9NQS3|NECT3_HUMAN,Q9NQS3,NECTIN3,16326.13945,55633.08493,26138.82911,17521.27598,24019.98057,11733.73175,60110.26431,19841.59318,35400.08955,33840,24026.35748,42030.46583,27761.82759,18107.46269,33667.32385,27364.77948,47430,30933.72696,20239.42363,14275.56002,30310.37586,16129.74702,33108.01661,39137.72861,32794.50935,25776.14542,15629.44999,44478.46244,57844.12752,20162.96192,36614.46568,63097.44356,32162.40137,47571.06698,15995.07314,20859.62276,20188.30721,26288.43621,16741.29032,22601.32165,Q9NQS3
sp|Q9NQT8|KI13B_HUMAN,Q9NQT8,KIF13B,3689.402354,3191.905114,2104.970253,2771.688799,3893.834197,4250.194066,1502.756608,4248.656673,6456.316418,3040,4104.381391,2777.585855,1335.217241,3005.335821,3440.798319,3340.48483,4412,3354.470046,4659.729107,4597.214245,2677.80307,3241.62838,8043.439796,2455.427729,5277.435748,3716.890057,4657.85386,2352.473592,2618.912192,4302.572638,3519.300778,3861.116161,1935.29331,3911.76337,3927.094681,4321.115613,3972.163009,3716.168848,4037.082111,2163.802059,Q9NQT8
sp|Q9NQW7|XPP1_HUMAN,Q9NQW7,XPNPEP1,23680.53124,20848.0289,17212.59494,16052.25173,25340.47927,26816.83096,24488.92168,21713.8154,26648.14925,24620,22686.70603,32416.627,18000.44828,44524.65796,24071.42857,23169.40882,24450,16007.5,27309.62536,14711.08558,19427.89836,25311.7476,24755.66912,20269.70501,20649.12383,25300.83224,23048.8984,19391.3439,16508.85347,12310.71932,22953.20594,17774.49544,21468.57633,34655.79569,26658.45523,17788.99949,37165.07837,18092.18527,33057.62463,20363.97726,Q9NQW7
