From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,GeneName
O94763,O94763,reviewed,RMP_HUMAN,Unconventional prefoldin RPB5 interactor 1 (Protein NNX3) (Protein phosphatase 1 regulatory subunit 19) (RNA polymerase II subunit 5-mediating protein) (RPB5-mediating protein),URI1 C19orf2 NNX3 PPP1R19 RMP URI,Homo sapiens (Human),535,URI1
O00602,O00602,reviewed,FCN1_HUMAN,Ficolin-1 (Collagen/fibrinogen domain-containing protein 1) (Ficolin-A) (Ficolin-alpha) (M-ficolin),FCN1 FCNM,Homo sapiens (Human),326,FCN1
Q5JSS6,Q5JSS6,reviewed,MEIG1_HUMAN,Meiosis expressed gene 1 protein homolog,MEIG1,Homo sapiens (Human),88,MEIG1
P00740,P00740,reviewed,FA9_HUMAN,Coagulation factor IX (EC 3.4.21.22) (Christmas factor) (Plasma thromboplastin component) (PTC) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain],F9,Homo sapiens (Human),461,F9
Q14152,Q14152,reviewed,EIF3A_HUMAN,Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta) (eIF3 p167) (eIF3 p180) (eIF3 p185),EIF3A EIF3S10 KIAA0139,Homo sapiens (Human),1382,EIF3A
Q96IJ6,Q96IJ6,reviewed,GMPPA_HUMAN,Mannose-1-phosphate guanylyltransferase regulatory subunit alpha (GDP-mannose pyrophosphorylase A) (GMPP-alpha) (GTP-mannose-1-phosphate guanylyltransferase alpha),GMPPA,Homo sapiens (Human),420,GMPPA
Q03519,Q03519,reviewed,TAP2_HUMAN,Antigen peptide transporter 2 (APT2) (EC 7.4.2.14) (ATP-binding cassette sub-family B member 3) (Peptide supply factor 2) (Peptide transporter PSF2) (PSF-2) (Peptide transporter TAP2) (Peptide transporter involved in antigen processing 2) (Really interesting new gene 11 protein) (RING11),TAP2 ABCB3 PSF2 RING11 Y1,Homo sapiens (Human),686,TAP2
P35612,P35612,reviewed,ADDB_HUMAN,Beta-adducin (Erythrocyte adducin subunit beta),ADD2 ADDB,Homo sapiens (Human),726,ADD2
P58166,P58166,reviewed,INHBE_HUMAN,Inhibin beta E chain (Activin beta-E chain),INHBE,Homo sapiens (Human),350,INHBE
P35573,P35573,reviewed,GDE_HUMAN,"Glycogen debranching enzyme (Glycogen debrancher) [Includes: 4-alpha-glucanotransferase (EC 2.4.1.25) (Oligo-1,4-1,4-glucantransferase); Amylo-alpha-1,6-glucosidase (Amylo-1,6-glucosidase) (EC 3.2.1.33) (Dextrin 6-alpha-D-glucosidase)]",AGL GDE,Homo sapiens (Human),1532,AGL
A6NHG4,A6NHG4,reviewed,DDTL_HUMAN,D-dopachrome decarboxylase-like protein (EC 4.1.1.-) (D-dopachrome tautomerase-like protein),DDTL,Homo sapiens (Human),134,DDTL
O94979,O94979,reviewed,SC31A_HUMAN,Protein transport protein Sec31A (ABP125) (ABP130) (SEC31-like protein 1) (SEC31-related protein A) (Web1-like protein),SEC31A KIAA0905 SEC31L1 HSPC275 HSPC334,Homo sapiens (Human),1220,SEC31A
P04156,P04156,reviewed,PRIO_HUMAN,Major prion protein (PrP) (ASCR) (PrP27-30) (PrP33-35C) (CD antigen CD230),PRNP ALTPRP PRIP PRP,Homo sapiens (Human),253,PRNP
P02776,P02776,reviewed,PLF4_HUMAN,"Platelet factor 4 (PF-4) (C-X-C motif chemokine 4) (Iroplact) (Oncostatin-A) [Cleaved into: Platelet factor 4, short form (Endothelial cell growth inhibitor)]",PF4 CXCL4 SCYB4,Homo sapiens (Human),101,PF4
P36871,P36871,reviewed,PGM1_HUMAN,Phosphoglucomutase-1 (PGM 1) (EC 5.4.2.2) (Glucose phosphomutase 1),PGM1,Homo sapiens (Human),562,PGM1
Q96KP4,Q96KP4,reviewed,CNDP2_HUMAN,Cytosolic non-specific dipeptidase (EC 3.4.13.18) (CNDP dipeptidase 2) (Glutamate carboxypeptidase-like protein 1) (Peptidase A) (Threonyl dipeptidase),CNDP2 CN2 CPGL HEL-S-13 PEPA,Homo sapiens (Human),475,CNDP2
Q9UKU9,Q9UKU9,reviewed,ANGL2_HUMAN,Angiopoietin-related protein 2 (Angiopoietin-like protein 2),ANGPTL2 ARP2 UNQ170/PRO196,Homo sapiens (Human),493,ANGPTL2
Q9UPN4,Q9UPN4,reviewed,CP131_HUMAN,Centrosomal protein of 131 kDa (5-azacytidine-induced protein 1) (Pre-acrosome localization protein 1),CEP131 AZI1 KIAA1118,Homo sapiens (Human),1083,CEP131
P28070,P28070,reviewed,PSB4_HUMAN,Proteasome subunit beta type-4 (26 kDa prosomal protein) (HsBPROS26) (PROS-26) (Macropain beta chain) (Multicatalytic endopeptidase complex beta chain) (Proteasome beta chain) (Proteasome chain 3) (HsN3) (Proteasome subunit beta-7) (beta-7),PSMB4 PROS26,Homo sapiens (Human),264,PSMB4
Q3V6T2,Q3V6T2,reviewed,GRDN_HUMAN,Girdin (Akt phosphorylation enhancer) (APE) (Coiled-coil domain-containing protein 88A) (G alpha-interacting vesicle-associated protein) (GIV) (Girders of actin filament) (Hook-related protein 1) (HkRP1),CCDC88A APE GRDN KIAA1212,Homo sapiens (Human),1871,CCDC88A
Q9Y4F9,Q9Y4F9,reviewed,RIPR2_HUMAN,Rho family-interacting cell polarization regulator 2,RIPOR2 C6orf32 DIFF48 FAM65B KIAA0386 PL48,Homo sapiens (Human),1068,RIPOR2
O95544,O95544,reviewed,NADK_HUMAN,NAD kinase (EC 2.7.1.23) (Poly(P)/ATP NAD kinase),NADK,Homo sapiens (Human),446,NADK
Q9HBW9,Q9HBW9,reviewed,AGRL4_HUMAN,"Adhesion G protein-coupled receptor L4 (EGF, latrophilin and seven transmembrane domain-containing protein 1) (EGF-TM7-latrophilin-related protein) (ETL protein)",ADGRL4 ELTD1 ETL UNQ202/PRO228,Homo sapiens (Human),690,ADGRL4
Q9BXA9,Q9BXA9,reviewed,SALL3_HUMAN,Sal-like protein 3 (Zinc finger protein 796) (Zinc finger protein SALL3) (hSALL3),SALL3 ZNF796,Homo sapiens (Human),1300,SALL3
Q6ZVM7,Q6ZVM7,reviewed,TM1L2_HUMAN,TOM1-like protein 2 (Target of Myb-like protein 2),TOM1L2,Homo sapiens (Human),507,TOM1L2
Q9Y3M9,Q9Y3M9,reviewed,ZN337_HUMAN,Zinc finger protein 337,ZNF337,Homo sapiens (Human),751,ZNF337
P11277,P11277,reviewed,SPTB1_HUMAN,"Spectrin beta chain, erythrocytic (Beta-I spectrin)",SPTB SPTB1,Homo sapiens (Human),2137,SPTB
Q8IZP7,Q8IZP7,reviewed,H6ST3_HUMAN,Heparan-sulfate 6-O-sulfotransferase 3 (HS6ST-3) (EC 2.8.2.-),HS6ST3,Homo sapiens (Human),471,HS6ST3
Q8NF91,Q8NF91,reviewed,SYNE1_HUMAN,Nesprin-1 (Enaptin) (KASH domain-containing protein 1) (KASH1) (Myocyte nuclear envelope protein 1) (Myne-1) (Nuclear envelope spectrin repeat protein 1) (Synaptic nuclear envelope protein 1) (Syne-1),SYNE1 C6orf98 KIAA0796 KIAA1262 KIAA1756 MYNE1,Homo sapiens (Human),8797,SYNE1
P02545,P02545,reviewed,LMNA_HUMAN,Prelamin-A/C [Cleaved into: Lamin-A/C (70 kDa lamin) (Renal carcinoma antigen NY-REN-32)],LMNA LMN1,Homo sapiens (Human),664,LMNA
O75821,O75821,reviewed,EIF3G_HUMAN,Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Eukaryotic translation initiation factor 3 subunit 4) (eIF-3-delta) (eIF3 p42) (eIF3 p44),EIF3G EIF3S4,Homo sapiens (Human),320,EIF3G
P10720,P10720,reviewed,PF4V_HUMAN,Platelet factor 4 variant (C-X-C motif chemokine 4 variant) (CXCL4L1) (PF4alt) (PF4var1) [Cleaved into: Platelet factor 4 variant(4-74); Platelet factor 4 variant(5-74); Platelet factor 4 variant(6-74)],PF4V1 CXCL4V1 SCYB4V1,Homo sapiens (Human),104,PF4V1
Q4LDE5,Q4LDE5,reviewed,SVEP1_HUMAN,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (CCP module-containing protein 22) (Polydom) (Selectin-like osteoblast-derived protein) (SEL-OB) (Serologically defined breast cancer antigen NY-BR-38)",SVEP1 C9orf13 CCP22 SELOB,Homo sapiens (Human),3571,SVEP1
P10074,P10074,reviewed,ZBT48_HUMAN,Zinc finger and BTB domain-containing protein 48 (Krueppel-related zinc finger protein 3) (hKR3) (Telomere zinc finger-associated protein) (TZAP) (Telomere-binding protein and transcriptional activator ZBTB48) (Zinc finger protein 855),ZBTB48 HKR3 TZAP ZNF855,Homo sapiens (Human),688,ZBTB48
Q96T51,Q96T51,reviewed,RUFY1_HUMAN,RUN and FYVE domain-containing protein 1 (FYVE-finger protein EIP1) (La-binding protein 1) (Rab4-interacting protein) (Zinc finger FYVE domain-containing protein 12),RUFY1 RABIP4 ZFYVE12,Homo sapiens (Human),708,RUFY1
Q6PCB0,Q6PCB0,reviewed,VWA1_HUMAN,von Willebrand factor A domain-containing protein 1,VWA1,Homo sapiens (Human),445,VWA1
O00743,O00743,reviewed,PPP6_HUMAN,"Serine/threonine-protein phosphatase 6 catalytic subunit (PP6C) (EC 3.1.3.16) [Cleaved into: Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed]",PPP6C PPP6,Homo sapiens (Human),305,PPP6C
Q96S86,Q96S86,reviewed,HPLN3_HUMAN,Hyaluronan and proteoglycan link protein 3,HAPLN3 EXLD1 UNQ238/PRO271,Homo sapiens (Human),360,HAPLN3
P42704,P42704,reviewed,LPPRC_HUMAN,"Leucine-rich PPR motif-containing protein, mitochondrial (130 kDa leucine-rich protein) (LRP 130) (GP130)",LRPPRC LRP130,Homo sapiens (Human),1394,LRPPRC
Q9NV96,Q9NV96,reviewed,CC50A_HUMAN,Cell cycle control protein 50A (P4-ATPase flippase complex beta subunit TMEM30A) (Transmembrane protein 30A),TMEM30A C6orf67 CDC50A,Homo sapiens (Human),361,TMEM30A
Q9BRK5,Q9BRK5,reviewed,CAB45_HUMAN,45 kDa calcium-binding protein (Cab45) (Stromal cell-derived factor 4) (SDF-4),SDF4 CAB45 PSEC0034,Homo sapiens (Human),362,SDF4
P49747,P49747,reviewed,COMP_HUMAN,Cartilage oligomeric matrix protein (COMP) (Thrombospondin-5) (TSP5),COMP,Homo sapiens (Human),757,COMP
P18859,P18859,reviewed,ATP5J_HUMAN,"ATP synthase peripheral stalk subunit F6, mitochondrial (ATPase subunit F6) (ATP synthase peripheral stalk subunit F6)",ATP5PF ATP5A ATP5J ATPM,Homo sapiens (Human),108,ATP5PF
Q14213,Q14213,reviewed,IL27B_HUMAN,Interleukin-27 subunit beta (IL-27 subunit beta) (IL-27B) (Epstein-Barr virus-induced gene 3 protein) (EBV-induced gene 3 protein),EBI3 IL27B,Homo sapiens (Human),229,EBI3
O43665,O43665,reviewed,RGS10_HUMAN,Regulator of G-protein signaling 10 (RGS10),RGS10,Homo sapiens (Human),181,RGS10
Q8NDW4,Q8NDW4,reviewed,ZN248_HUMAN,Zinc finger protein 248,ZNF248,Homo sapiens (Human),579,ZNF248
Q9H4X1,Q9H4X1,reviewed,RGCC_HUMAN,Regulator of cell cycle RGCC (Response gene to complement 32 protein) (RGC-32),RGCC C13orf15 RGC32,Homo sapiens (Human),137,RGCC
Q9NTU7,Q9NTU7,reviewed,CBLN4_HUMAN,Cerebellin-4 (Cerebellin-like glycoprotein 1),CBLN4 CBLNL1 UNQ718/PRO1382,Homo sapiens (Human),201,CBLN4
P48739,P48739,reviewed,PIPNB_HUMAN,Phosphatidylinositol transfer protein beta isoform (PI-TP-beta) (PtdIns transfer protein beta) (PtdInsTP beta),PITPNB,Homo sapiens (Human),271,PITPNB
P07686,P07686,reviewed,HEXB_HUMAN,Beta-hexosaminidase subunit beta (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit beta) (Hexosaminidase subunit B) (Cervical cancer proto-oncogene 7 protein) (HCC-7) (N-acetyl-beta-glucosaminidase subunit beta) [Cleaved into: Beta-hexosaminidase subunit beta chain B; Beta-hexosaminidase subunit beta chain A],HEXB HCC7,Homo sapiens (Human),556,HEXB
P20073,P20073,reviewed,ANXA7_HUMAN,Annexin A7 (Annexin VII) (Annexin-7) (Synexin),ANXA7 ANX7 SNX OK/SW-cl.95,Homo sapiens (Human),488,ANXA7
P19971,P19971,reviewed,TYPH_HUMAN,Thymidine phosphorylase (TP) (EC 2.4.2.4) (Gliostatin) (Platelet-derived endothelial cell growth factor) (PD-ECGF) (TdRPase),TYMP ECGF1,Homo sapiens (Human),482,TYMP
P23368,P23368,reviewed,MAOM_HUMAN,"NAD-dependent malic enzyme, mitochondrial (NAD-ME) (EC 1.1.1.38) (Malic enzyme 2)",ME2,Homo sapiens (Human),584,ME2
P50213,P50213,reviewed,IDH3A_HUMAN,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase subunit alpha) (NAD(+)-specific ICDH subunit alpha)",IDH3A,Homo sapiens (Human),366,IDH3A
P35908,P35908,reviewed,K22E_HUMAN,"Keratin, type II cytoskeletal 2 epidermal (Cytokeratin-2e) (CK-2e) (Epithelial keratin-2e) (Keratin-2 epidermis) (Keratin-2e) (K2e) (Type-II keratin Kb2)",KRT2 KRT2A KRT2E,Homo sapiens (Human),639,KRT2
P48426,P48426,reviewed,PI42A_HUMAN,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha (EC 2.7.1.149) (1-phosphatidylinositol 5-phosphate 4-kinase 2-alpha) (Diphosphoinositide kinase 2-alpha) (PIP5KIII) (Phosphatidylinositol 5-Phosphate 4-Kinase) (PI5P4Kalpha) (Phosphatidylinositol 5-phosphate 4-kinase type II alpha) (PI(5)P 4-kinase type II alpha) (PIP4KII-alpha) (PtdIns(4)P-5-kinase B isoform) (PtdIns(4)P-5-kinase C isoform) (PtdIns(5)P-4-kinase isoform 2-alpha),PIP4K2A PI5P4KA PIP5K2 PIP5K2A,Homo sapiens (Human),406,PIP4K2A
P08246,P08246,reviewed,ELNE_HUMAN,Neutrophil elastase (EC 3.4.21.37) (Bone marrow serine protease) (Elastase-2) (Human leukocyte elastase) (HLE) (Medullasin) (PMN elastase),ELANE ELA2,Homo sapiens (Human),267,ELANE
Q9H4E7,Q9H4E7,reviewed,DEFI6_HUMAN,Differentially expressed in FDCP 6 homolog (DEF-6) (IRF4-binding protein),DEF6 IBP,Homo sapiens (Human),631,DEF6
P23435,P23435,reviewed,CBLN1_HUMAN,Cerebellin-1 (Precerebellin) [Cleaved into: Cerebellin (CER); [des-Ser1]-cerebellin],CBLN1,Homo sapiens (Human),193,CBLN1
Q8WXD0,Q8WXD0,reviewed,RXFP2_HUMAN,Relaxin receptor 2 (G-protein coupled receptor 106) (G-protein coupled receptor affecting testicular descent) (Leucine-rich repeat-containing G-protein coupled receptor 8) (Relaxin family peptide receptor 2),RXFP2 GPR106 GREAT LGR8,Homo sapiens (Human),754,RXFP2
P99999,P99999,reviewed,CYC_HUMAN,Cytochrome c,CYCS CYC,Homo sapiens (Human),105,CYCS
P48643,P48643,reviewed,TCPE_HUMAN,T-complex protein 1 subunit epsilon (TCP-1-epsilon) (EC 3.6.1.-) (CCT-epsilon) (Chaperonin containing T-complex polypeptide 1 subunit 5),CCT5 CCTE KIAA0098,Homo sapiens (Human),541,CCT5
P98171,P98171,reviewed,RHG04_HUMAN,Rho GTPase-activating protein 4 (Rho-GAP hematopoietic protein C1) (Rho-type GTPase-activating protein 4) (p115),ARHGAP4 KIAA0131 RGC1 RHOGAP4,Homo sapiens (Human),946,ARHGAP4
P62826,P62826,reviewed,RAN_HUMAN,GTP-binding nuclear protein Ran (EC 3.6.5.-) (Androgen receptor-associated protein 24) (GTPase Ran) (Ras-like protein TC4) (Ras-related nuclear protein),RAN ARA24 OK/SW-cl.81,Homo sapiens (Human),216,RAN
P0C7P3,P0C7P3,reviewed,SLN14_HUMAN,Protein SLFN14 [Cleaved into: C-terminally truncated SLFN14 endoribonuclease (EC 3.1.-.-) (Schlafen family member 14)],SLFN14,Homo sapiens (Human),912,SLFN14
P06744,P06744,reviewed,G6PI_HUMAN,Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Autocrine motility factor) (AMF) (Neuroleukin) (NLK) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI) (Sperm antigen 36) (SA-36),GPI,Homo sapiens (Human),558,GPI
O60840,O60840,reviewed,CAC1F_HUMAN,Voltage-dependent L-type calcium channel subunit alpha-1F (Voltage-gated calcium channel subunit alpha Cav1.4),CACNA1F CACNAF1,Homo sapiens (Human),1977,CACNA1F
Q99436,Q99436,reviewed,PSB7_HUMAN,Proteasome subunit beta type-7 (EC 3.4.25.1) (Macropain chain Z) (Multicatalytic endopeptidase complex chain Z) (Proteasome subunit Z) (Proteasome subunit beta-2) (beta-2),PSMB7 Z,Homo sapiens (Human),277,PSMB7
Q99983,Q99983,reviewed,OMD_HUMAN,Osteomodulin (Keratan sulfate proteoglycan osteomodulin) (KSPG osteomodulin) (Osteoadherin) (OSAD),OMD SLRR2C UNQ190/PRO216,Homo sapiens (Human),421,OMD
P35555,P35555,reviewed,FBN1_HUMAN,Fibrillin-1 [Cleaved into: Asprosin],FBN1 FBN,Homo sapiens (Human),2871,FBN1
Q6V0I7,Q6V0I7,reviewed,FAT4_HUMAN,Protocadherin Fat 4 (hFat4) (Cadherin family member 14) (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J),FAT4 CDHF14 FATJ Nbla00548,Homo sapiens (Human),4981,FAT4
P00995,P00995,reviewed,ISK1_HUMAN,Serine protease inhibitor Kazal-type 1 (Pancreatic secretory trypsin inhibitor) (Tumor-associated trypsin inhibitor) (TATI),SPINK1 PSTI,Homo sapiens (Human),79,SPINK1
P35542,P35542,reviewed,SAA4_HUMAN,Serum amyloid A-4 protein (Constitutively expressed serum amyloid A protein) (C-SAA),SAA4 CSAA,Homo sapiens (Human),130,SAA4
Q7LGA3,Q7LGA3,reviewed,HS2ST_HUMAN,Heparan sulfate 2-O-sulfotransferase 1 (EC 2.8.2.-) (2-O-sulfotransferase) (2-OST) (2OST) (HS 2-O-sulfotransferase) (Heparan sulfate 2-sulfotransferase),HS2ST1 HS2ST KIAA0448,Homo sapiens (Human),356,HS2ST1
P32320,P32320,reviewed,CDD_HUMAN,Cytidine deaminase (EC 3.5.4.5) (Cytidine aminohydrolase),CDA CDD,Homo sapiens (Human),146,CDA
Q8IVF7,Q8IVF7,reviewed,FMNL3_HUMAN,Formin-like protein 3 (Formin homology 2 domain-containing protein 3) (WW domain-binding protein 3) (WBP-3),FMNL3 FHOD3 FRL2 KIAA2014 WBP3,Homo sapiens (Human),1028,FMNL3
P49411,P49411,reviewed,EFTU_HUMAN,"Elongation factor Tu, mitochondrial (EF-Tu) (EC 3.6.5.3) (P43)",TUFM,Homo sapiens (Human),455,TUFM
P06396,P06396,reviewed,GELS_HUMAN,Gelsolin (AGEL) (Actin-depolymerizing factor) (ADF) (Brevin),GSN,Homo sapiens (Human),782,GSN
P49721,P49721,reviewed,PSB2_HUMAN,Proteasome subunit beta type-2 (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I) (Proteasome subunit beta-4) (beta-4),PSMB2,Homo sapiens (Human),201,PSMB2
P11940,P11940,reviewed,PABP1_HUMAN,Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1),PABPC1 PAB1 PABP PABP1 PABPC2,Homo sapiens (Human),636,PABPC1
O60502,O60502,reviewed,OGA_HUMAN,Protein O-GlcNAcase (OGA) (EC 3.2.1.169) (Beta-N-acetylglucosaminidase) (Beta-N-acetylhexosaminidase) (Beta-hexosaminidase) (Meningioma-expressed antigen 5) (N-acetyl-beta-D-glucosaminidase) (N-acetyl-beta-glucosaminidase) (Nuclear cytoplasmic O-GlcNAcase and acetyltransferase) (NCOAT),OGA HEXC KIAA0679 MEA5 MGEA5,Homo sapiens (Human),916,OGA
P01833,P01833,reviewed,PIGR_HUMAN,Polymeric immunoglobulin receptor (PIgR) (Poly-Ig receptor) (Hepatocellular carcinoma-associated protein TB6) [Cleaved into: Secretory component],PIGR,Homo sapiens (Human),764,PIGR
Q7L775,Q7L775,reviewed,EPMIP_HUMAN,EPM2A-interacting protein 1 (Laforin-interacting protein),EPM2AIP1 KIAA0766 My007,Homo sapiens (Human),607,EPM2AIP1
Q9UN19,Q9UN19,reviewed,DAPP1_HUMAN,Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide (hDAPP1) (B lymphocyte adapter protein Bam32) (B-cell adapter molecule of 32 kDa),DAPP1 BAM32 HSPC066,Homo sapiens (Human),280,DAPP1
Q96C01,Q96C01,reviewed,F136A_HUMAN,Protein FAM136A,FAM136A,Homo sapiens (Human),138,FAM136A
Q5VTU8,Q5VTU8,reviewed,AT5EL_HUMAN,"ATP synthase subunit epsilon-like protein, mitochondrial (ATP synthase F1 subunit epsilon pseudogene 2)",ATP5F1EP2 ATP5EP2,Homo sapiens (Human),51,ATP5F1EP2
P28482,P28482,reviewed,MK01_HUMAN,Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2),MAPK1 ERK2 PRKM1 PRKM2,Homo sapiens (Human),360,MAPK1
Q6WCQ1,Q6WCQ1,reviewed,MPRIP_HUMAN,Myosin phosphatase Rho-interacting protein (M-RIP) (Rho-interacting protein 3) (RIP3) (p116Rip),MPRIP KIAA0864 MRIP RHOIP3,Homo sapiens (Human),1025,MPRIP
Q8NDV7,Q8NDV7,reviewed,TNR6A_HUMAN,Trinucleotide repeat-containing gene 6A protein (CAG repeat protein 26) (EMSY interactor protein) (GW182 autoantigen) (Protein GW1) (Glycine-tryptophan protein of 182 kDa),TNRC6A CAGH26 KIAA1460 TNRC6,Homo sapiens (Human),1962,TNRC6A
P07327,P07327,reviewed,ADH1A_HUMAN,Alcohol dehydrogenase 1A (EC 1.1.1.1) (Alcohol dehydrogenase subunit alpha),ADH1A ADH1,Homo sapiens (Human),375,ADH1A
O60669,O60669,reviewed,MOT2_HUMAN,Monocarboxylate transporter 2 (MCT 2) (Solute carrier family 16 member 7),SLC16A7 MCT2,Homo sapiens (Human),478,SLC16A7
Q12904,Q12904,reviewed,AIMP1_HUMAN,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)],AIMP1 EMAP2 SCYE1,Homo sapiens (Human),312,AIMP1
Q9Y2H0,Q9Y2H0,reviewed,DLGP4_HUMAN,Disks large-associated protein 4 (DAP-4) (PSD-95/SAP90-binding protein 4) (SAP90/PSD-95-associated protein 4) (SAPAP-4),DLGAP4 DAP4 KIAA0964 SAPAP4,Homo sapiens (Human),992,DLGAP4
Q9Y385,Q9Y385,reviewed,UB2J1_HUMAN,Ubiquitin-conjugating enzyme E2 J1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme J1) (Non-canonical ubiquitin-conjugating enzyme 1) (NCUBE-1) (Yeast ubiquitin-conjugating enzyme UBC6 homolog E) (HsUBC6e),UBE2J1 NCUBE1 CGI-76 HSPC153 HSPC205,Homo sapiens (Human),318,UBE2J1
P52333,P52333,reviewed,JAK3_HUMAN,Tyrosine-protein kinase JAK3 (EC 2.7.10.2) (Janus kinase 3) (JAK-3) (Leukocyte janus kinase) (L-JAK),JAK3,Homo sapiens (Human),1124,JAK3
Q9UFP1,Q9UFP1,reviewed,GAK1A_HUMAN,Golgi-associated kinase 1A (Protein FAM198A),GASK1A C3orf41 FAM198A,Homo sapiens (Human),575,GASK1A
Q9UKI9,Q9UKI9,reviewed,PO2F3_HUMAN,"POU domain, class 2, transcription factor 3 (Octamer-binding protein 11) (Oct-11) (Octamer-binding transcription factor 11) (OTF-11) (Transcription factor PLA-1) (Transcription factor Skn-1)",POU2F3 OTF11 PLA1,Homo sapiens (Human),436,POU2F3
P40967,P40967,reviewed,PMEL_HUMAN,Melanocyte protein PMEL (ME20-M) (ME20M) (Melanocyte protein Pmel 17) (Melanocytes lineage-specific antigen GP100) (Melanoma-associated ME20 antigen) (P1) (P100) (Premelanosome protein) (Silver locus protein homolog) [Cleaved into: M-alpha (95 kDa melanocyte-specific secreted glycoprotein) (P26) (Secreted melanoma-associated ME20 antigen) (ME20-S) (ME20S); M-beta],PMEL D12S53E PMEL17 SILV,Homo sapiens (Human),661,PMEL
P62877,P62877,reviewed,RBX1_HUMAN,"E3 ubiquitin-protein ligase RBX1 (EC 2.3.2.27) (EC 2.3.2.32) (E3 ubiquitin-protein transferase RBX1) (Protein ZYP) (RING finger protein 75) (RING-box protein 1) (Rbx1) (Regulator of cullins 1) (ROC1) [Cleaved into: E3 ubiquitin-protein ligase RBX1, N-terminally processed (E3 ubiquitin-protein transferase RBX1, N-terminally processed)]",RBX1 RNF75 ROC1,Homo sapiens (Human),108,RBX1
P62280,P62280,reviewed,RS11_HUMAN,Small ribosomal subunit protein uS17 (40S ribosomal protein S11),RPS11,Homo sapiens (Human),158,RPS11
P33527,P33527,reviewed,MRP1_HUMAN,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter),ABCC1 MRP MRP1,Homo sapiens (Human),1531,ABCC1
Q8IWK6,Q8IWK6,reviewed,AGRA3_HUMAN,Adhesion G protein-coupled receptor A3 (G-protein coupled receptor 125),ADGRA3 GPR125 UNQ556/PRO1113,Homo sapiens (Human),1321,ADGRA3
P51570,P51570,reviewed,GALK1_HUMAN,Galactokinase (EC 2.7.1.6) (Galactose kinase),GALK1 GALK,Homo sapiens (Human),392,GALK1
Q13201,Q13201,reviewed,MMRN1_HUMAN,Multimerin-1 (EMILIN-4) (Elastin microfibril interface located protein 4) (Elastin microfibril interfacer 4) (Endothelial cell multimerin) [Cleaved into: Platelet glycoprotein Ia*; 155 kDa platelet multimerin (p-155) (p155)],MMRN1 ECM EMILIN4 GPIA* MMRN,Homo sapiens (Human),1228,MMRN1
